id,prediction
1665,0.001363567
1666,0.006328218
1667,0.00150722
1668,0.001847098
1669,0.002996483
1670,0.002764528
1671,0.009763467
1672,0.000754745
1673,0.019442918
1674,0.022711411
1675,0.01982792
1676,0.001933572
1677,0.002179057
1678,0.002557761
1679,0.010979555
1680,0.001693966
1681,0.00244563
1682,0.010182939
1683,0.000884911
1684,0.000724732
1685,0.008666249
1686,0.002953905
1687,0.006455829
1688,0.001852842
1689,0.002395378
1690,0.000802309
1691,0.000880438
1692,0.021128386
1693,0.000884132
1694,0.019892685
1695,0.002799971
1696,0.003020655
1697,0.002528687
1698,0.001935881
1699,0.002164958
1700,0.020145476
1701,0.001880331
1702,0.022501862
1703,0.008727496
1704,0.004478986
1705,0.008780182
1706,0.02016988
1707,0.000884071
1708,0.001883041
1709,0.000774882
1710,0.003559015
1711,0.000898528
1712,0.000842466
1713,0.002541256
1714,0.008204056
1715,0.004218434
1716,0.002780834
1717,0.001090283
1718,0.000894751
1719,0.000777333
1720,0.000853389
1721,0.002329935
1722,0.002511571
1723,0.003386956
1724,0.002497053
