id,label
1425,toothbrush/defective
1426,toothbrush/defective
1427,capsule/crack
1428,bottle/contamination
1429,bottle/good
1430,screw/scratch_neck
1431,screw/good
1432,toothbrush/defective
1433,pill/combined
1434,leather/cut
1435,tile/good
1436,cable/missing_cable
1437,capsule/faulty_imprint
1438,pill/color
1439,transistor/cut_lead
1440,capsule/scratch
1441,bottle/contamination
1442,metal_nut/bent
1443,hazelnut/hole
1444,metal_nut/flip
1445,metal_nut/flip
1446,grid/metal_contamination
1447,carpet/good
1448,hazelnut/cut
1449,carpet/hole
1450,pill/pill_type
1451,leather/cut
1452,transistor/cut_lead
1453,screw/thread_side
1454,leather/good
1455,cable/combined
1456,metal_nut/color
1457,cable/cable_swap
1458,screw/thread_side
1459,capsule/good
1460,hazelnut/crack
1461,capsule/squeeze
1462,metal_nut/scratch
1463,toothbrush/defective
1464,bottle/good
1465,screw/manipulated_front
1466,cable/cut_inner_insulation
1467,transistor/good
1468,cable/bent_wire
1469,pill/color
1470,screw/thread_side
1471,hazelnut/cut
1472,bottle/broken_small
1473,carpet/good
1474,metal_nut/color
1475,wood/liquid
1476,pill/combined
1477,screw/scratch_neck
1478,transistor/good
1479,tile/crack
1480,zipper/fabric_border
1481,grid/good
1482,capsule/scratch
1483,bottle/contamination
1484,cable/good
1485,screw/scratch_neck
1486,capsule/crack
1487,capsule/squeeze
1488,metal_nut/good
1489,metal_nut/color
1490,carpet/good
1491,bottle/good
1492,zipper/squeezed_teeth
1493,tile/crack
1494,pill/good
1495,cable/good
1496,screw/scratch_neck
1497,capsule/faulty_imprint
1498,toothbrush/defective
1499,screw/good
1500,tile/gray_stroke
1501,bottle/contamination
1502,leather/good
1503,toothbrush/defective
1504,grid/broken
1505,metal_nut/color
1506,wood/scratch
1507,screw/thread_side
1508,bottle/broken_large
1509,transistor/misplaced
1510,cable/missing_wire
1511,metal_nut/color
1512,carpet/good
1513,wood/scratch
1514,cable/good
1515,pill/good
1516,toothbrush/defective
1517,cable/good
1518,metal_nut/good
1519,tile/rough
1520,cable/cable_swap
1521,hazelnut/crack
1522,tile/rough
1523,zipper/split_teeth
1524,pill/faulty_imprint
1525,bottle/contamination
1526,pill/faulty_imprint
1527,hazelnut/hole
1528,grid/good
1529,hazelnut/print
1530,capsule/good
1531,screw/scratch_neck
1532,pill/scratch
1533,tile/glue_strip
1534,leather/poke
1535,zipper/fabric_interior
1536,hazelnut/hole
1537,leather/fold
1538,pill/faulty_imprint
1539,cable/combined
1540,toothbrush/defective
1541,cable/bent_wire
1542,cable/combined
1543,leather/poke
1544,cable/poke_insulation
1545,transistor/good
1546,metal_nut/bent
1547,toothbrush/good
1548,pill/color
1549,transistor/good
1550,tile/good
1551,wood/combined
1552,tile/good
1553,carpet/metal_contamination
1554,pill/crack
1555,carpet/metal_contamination
1556,cable/cut_inner_insulation
1557,metal_nut/flip
1558,wood/combined
1559,hazelnut/cut
1560,zipper/good
1561,transistor/bent_lead
1562,hazelnut/cut
1563,hazelnut/crack
1564,leather/color
1565,wood/scratch
1566,pill/color
1567,tile/oil
1568,wood/hole
1569,hazelnut/print
1570,bottle/broken_large
1571,screw/thread_top
1572,transistor/cut_lead
1573,metal_nut/flip
1574,capsule/squeeze
1575,metal_nut/good
1576,capsule/poke
1577,cable/missing_cable
1578,hazelnut/hole
1579,capsule/crack
1580,metal_nut/bent
1581,wood/scratch
1582,pill/combined
1583,capsule/good
1584,wood/scratch
1585,screw/thread_side
1586,leather/poke
1587,zipper/fabric_border
1588,zipper/fabric_border
1589,hazelnut/hole
1590,cable/cable_swap
1591,carpet/cut
1592,screw/good
1593,hazelnut/good
1594,bottle/broken_large
1595,capsule/faulty_imprint
1596,screw/thread_top
1597,grid/good
1598,bottle/broken_large
1599,grid/bent
1600,cable/poke_insulation
1601,zipper/good
1602,transistor/good
1603,transistor/good
1604,grid/broken
1605,tile/glue_strip
1606,capsule/poke
1607,capsule/squeeze
1608,wood/combined
1609,transistor/good
1610,pill/contamination
1611,carpet/thread
1612,wood/combined
1613,capsule/crack
1614,transistor/misplaced
1615,screw/scratch_head
1616,pill/combined
1617,hazelnut/good
1618,carpet/cut
1619,capsule/squeeze
1620,pill/good
1621,capsule/poke
1622,pill/combined
1623,metal_nut/bent
1624,metal_nut/bent
1625,zipper/squeezed_teeth
1626,screw/thread_top
1627,bottle/good
1628,cable/good
1629,pill/faulty_imprint
1630,wood/liquid
1631,bottle/contamination
1632,hazelnut/hole
1633,capsule/poke
1634,capsule/poke
1635,zipper/fabric_border
1636,zipper/good
1637,metal_nut/scratch
1638,screw/good
1639,capsule/squeeze
1640,cable/cable_swap
1641,zipper/broken_teeth
1642,wood/good
1643,pill/combined
1644,grid/thread
1645,zipper/fabric_interior
1646,zipper/broken_teeth
1647,carpet/color
1648,hazelnut/good
1649,transistor/damaged_case
1650,zipper/split_teeth
1651,pill/crack
1652,metal_nut/bent
1653,pill/pill_type
1654,hazelnut/good
1655,pill/scratch
1656,metal_nut/scratch
1657,screw/manipulated_front
1658,leather/fold
1659,pill/combined
1660,wood/scratch
1661,zipper/good
1662,screw/thread_side
1663,carpet/metal_contamination
1664,tile/good
1665,hazelnut/crack
1666,grid/glue
1667,leather/fold
1668,leather/good
1669,transistor/good
1670,zipper/good
1671,tile/glue_strip
1672,pill/scratch
1673,carpet/metal_contamination
1674,carpet/good
1675,carpet/good
1676,bottle/contamination
1677,zipper/rough
1678,bottle/good
1679,tile/rough
1680,pill/pill_type
1681,zipper/broken_teeth
1682,tile/glue_strip
1683,screw/manipulated_front
1684,pill/faulty_imprint
1685,tile/good
1686,metal_nut/flip
1687,cable/poke_insulation
1688,wood/color
1689,zipper/fabric_interior
1690,capsule/good
1691,screw/scratch_neck
1692,carpet/hole
1693,capsule/crack
1694,carpet/cut
1695,toothbrush/good
1696,transistor/damaged_case
1697,bottle/good
1698,hazelnut/crack
1699,bottle/contamination
1700,carpet/cut
1701,wood/color
1702,carpet/color
1703,grid/glue
1704,metal_nut/good
1705,tile/glue_strip
1706,carpet/cut
1707,screw/scratch_head
1708,toothbrush/defective
1709,pill/contamination
1710,transistor/good
1711,capsule/good
1712,screw/good
1713,bottle/broken_large
1714,cable/good
1715,metal_nut/bent
1716,zipper/good
1717,hazelnut/cut
1718,capsule/scratch
1719,capsule/scratch
1720,pill/faulty_imprint
1721,wood/color
1722,wood/scratch
1723,transistor/good
1724,bottle/good
